disposition,code_2026_27,code_2027_28,code_moved,similarity,text_2026_27,text_2027_28,cluster_2027_28,era_2027_28
new,,W.27,,,,"Describe cultural, political, and economic structures throughout the regions of Central and South America.",Nationalism and Imperialism (1850-1914),Nationalism and Imperialism (1850-1914)
new,,W.28,,,,Explain why Central and South America were important to western powers.,Nationalism and Imperialism (1850-1914),Nationalism and Imperialism (1850-1914)
new,,W.29,,,,"Define cultural diffusion, and describe how imperialism facilitates cultural diffusion.",Nationalism and Imperialism (1850-1914),Nationalism and Imperialism (1850-1914)
revised,W.30,W.30,no,0.80,"Explain how the rise of militarism, alliances, imperialistic rivalries, and growing nationalism led to the outbreak of World War I.","Explain how the rise of militarism, alliances, imperialistic rivalry, and growing nationalism led to the outbreak of World War I triggered by the assassination of Archduke Franz Ferdinand.",World War I through the Depression (1910s-1930s),World War I through the Depression (1910s-1930s)
unchanged,W.31,W.31,no,1.00,"Describe how trench warfare, the resulting stalemate, war of attrition, and advances in weaponry (e.g., chemical weapons, machine guns, submarines, tanks) affected the course and outcome of World War I.","Describe how trench warfare, the resulting stalemate, war of attrition, and advances in weaponry (e.g., chemical weapons, machine guns, submarines, tanks) affected the course and outcome of World War I.",World War I through the Depression (1910s-1930s),World War I through the Depression (1910s-1930s)
new,,W.32,,,,"Explain how battles of World War I (e.g., Marne and Somme) illustrate the scope of the war, and describe the impact on European colonies around the world.",World War I through the Depression (1910s-1930s),World War I through the Depression (1910s-1930s)
new,,W.33,,,,"Explain why Russia exited and the United States entered World War I, and describe the effects.",World War I through the Depression (1910s-1930s),World War I through the Depression (1910s-1930s)
revised,W.38,W.34,yes,0.95,Determine the causes and consequences of the Bolshevik Revolution and Russian Civil War.,Identify the causes and consequences of the Bolshevik Revolution and Russian Civil War.,World War I through the Depression (1910s-1930s),World War I through the Depression (1910s-1930s)
revised,W.34,W.35,yes,0.62,"Define total war, and describe its effect on European civilian populations, including: Food shortages; Industrial production of war materials; Naval/submarine blockades; Women as war workers","Define total war, and describe its immediate and lasting effects on European civilian populations, including: • Food shortages • Industrial production of war materials • Naval/submarine blockades • Women’s involvement in the war",World War I through the Depression (1910s-1930s),World War I through the Depression (1910s-1930s)
revised,W.35,W.36,yes,0.62,"Describe the effects of World War I, including the significance of: Armenian Genocide; Collapse of major empires; Economic losses; Environmental changes; Loss of human life; Movement of populations; Spread of disease","Describe the effects of World War I, including the significance of: • Armenian genocide • Collapse of major empires • Economic losses • Loss of human life • Movement of populations • Shellshock (i.e., PTSD) • Spread of disease",World War I through the Depression (1910s-1930s),World War I through the Depression (1910s-1930s)
new,,W.37,,,,"Analyze the aims and negotiating roles of world leaders at the Paris Peace Conference and their impact on Germany, the League of Nations, and the creation of new states and the Mandate System.",World War I through the Depression (1910s-1930s),World War I through the Depression (1910s-1930s)
revised,W.39,W.38,yes,0.72,"Analyze the cultural, economic, and intellectual trends of the 1920s.",Describe the cultural and economic trends of the 1920s.,World War I through the Depression (1910s-1930s),World War I through the Depression (1910s-1930s)
revised,W.40,W.39,yes,0.59,"Describe the collapse of international economies in 1929 that led to the Great Depression, including the significance of: Overproduction; Unemployment; Inflation; Restrictive trade policies; Post-war economic relationships between the U.S. and Europe","Describe the collapse of international economies in 1929 that led to the Great Depression, including the significance of: • Inflation • Overproduction • Post-war economic relationships between the United States and Europe • Restrictive trade policies • Unemployment",World War I through the Depression (1910s-1930s),World War I through the Depression (1910s-1930s)
unchanged,W.41,W.40,yes,0.98,"Explain how economic instability, nationalism, and political disillusionment in Germany and Japan led to the rise of totalitarian regimes.","Explain how economic instability, nationalism, and political disillusionment in Germany, Italy, Japan led to the rise of totalitarian regimes.",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
unchanged,W.42,W.41,yes,1.00,"Compare and contrast the rise to power, goals, and characteristics of Adolf Hitler, Benito Mussolini, and Joseph Stalin's totalitarian regimes.","Compare and contrast the rise to power, goals, and characteristics of Adolf Hitler, Benito Mussolini, and Joseph Stalin’s totalitarian regimes.",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
revised,W.43,W.42,yes,0.76,Analyze the role of geographic features and natural resources in increasing tensions prior to and during World War II.,"Analyze the role of geographic features and regional conflicts (i.e., Spanish Civil War) in increasing tensions prior to World War II.",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
revised,W.44,W.43,yes,0.77,"Compare the Italian, German, and Japanese efforts to expand their empires in the 1930s, including: the invasion of Ethiopia, German militarism, and atrocities in China.","Describe efforts to expand empires in the 1930s, including: • Italian invasion of Ethiopia • German militarism • Japanese invasion and atrocities in China",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
unchanged,W.45,W.44,yes,0.97,"Explain the role of military alliances, appeasement, isolationism, and the domestic distractions in Europe and the U.S. prior to the outbreak of World War II.","Explain the role of military alliances, appeasement, isolationism, and the domestic distractions in Europe and the United States prior to the outbreak of World War II.",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
new,,W.45,,,,"Describe the European theatre of war during World War II, including: • Geography • Key Military Leaders • Major Battles • Technology • Wartime Strategies",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
new,,W.46,,,,"Describe the Pacific theatre of war during World War II, including: • Geography • Key Military Leaders • Major Battles • Technology • Wartime Strategies",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
revised,W.48,W.47,yes,0.95,"Describe the roles of leaders during World War II, including the significance of: Winston Churchill; Adolf Hitler; Benito Mussolini; President Franklin D. Roosevelt; Joseph Stalin; Hideki Tojo; President Harry S. Truman","Describe the roles of leaders during World War II, including the significance of: • Winston Churchill • Adolf Hitler • Benito Mussolini • Franklin D. Roosevelt • Joseph Stalin • Hideki Tojo • Harry S. Truman",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
unchanged,W.49,W.48,yes,1.00,"Describe the persecution of Jews and other targeted groups in Europe leading up to World War II, and explain why many people were unable to leave and their efforts to resist persecution.","Describe the persecution of Jews and other targeted groups in Europe leading up to World War II, and explain why many people were unable to leave and their efforts to resist persecution.",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
revised,W.50,W.49,yes,0.83,"Explain the state-sponsored mass murder of the Jews in Nazi-controlled lands, and describe the varied experiences of Holocaust survivors and victims.","Explain the state-sponsored mass murder of targeted groups (e.g., Hitler’s Final Solution to the Jewish Question) in Nazi-controlled lands, and describe the varied experiences of Holocaust survivors and victims.",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
unchanged,W.51,W.50,yes,1.00,"Explain the decisions made in the Atlantic Charter and at the Tehran, Yalta, and Potsdam Conferences.","Explain the decisions made in the Atlantic Charter and at the Tehran, Yalta, and Potsdam Conferences.",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
unchanged,W.52,W.51,yes,1.00,"Describe the development of atomic bombs, and evaluate both the decisions to use them and the impact of their use.","Describe the development of atomic bombs, and evaluate both the decisions to use them and the impact of their use.",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
revised,W.53,W.52,yes,0.74,"Describe the cultural, economic, geographic, and political effects of World War II, including: Casualties of the war (military and civilian); Changes to geopolitical boundaries; Creation of the United Nations; Destruction of cultural heritage; Division of Germany; Impact of the Nuremberg trials; Refugees and displaced populations","Describe the cultural, economic, geographic, and political effects of World War II, including: • Casualties of the war (military and civilian) • Changes to geopolitical boundaries • Cordell Hull’s involvement in the creation of the United Nations • Destruction of cultural heritage • Division of Germany • The Nuremberg trials • Refugees and displaced populations",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
revised,W.54,W.53,yes,0.66,"Summarize the nature of reconstruction in Europe after 1945, including both the economic and political purposes of the Marshall Plan.","Explain the nature of reconstruction in Europe and Asia after 1945, including the influence of the United States",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
revised,W.55,W.54,yes,0.81,"Explain the origins and significance of the establishment of the State of Israel, and describe the reactions by surrounding Arab countries to the United Nations' decision to establish Israel.","Explain the origins and significance of the United Nations establishment of the State of Israel, and describe the reactions by surrounding Arab countries.",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
revised,W.58,W.55,yes,0.72,"Describe the characteristics of the Cold War, and explain reasons for the rising tensions between the Soviet Union and former Allied powers.","Describe the economic and military power shift at the end of World War II, including rising tensions between the Soviet Union and former Allied Powers.",Rise of Totalitarianism and World War II (1930s-1945),Rise of Totalitarianism and World War II (1930s-1945)
unchanged,W.57,W.56,yes,1.00,"Analyze the rise of communism and Mao Zedong in China, as well as the related political, social, and economic impacts on China.","Analyze the rise of communism and Mao Zedong in China, as well as the related political, social, and economic impacts on China.",Cold War (1945-1991),Cold War (1945-1991)
unchanged,W.59,W.57,yes,1.00,"Summarize the functions of the Warsaw Pact and NATO, including their roles in organizing post-war Europe.","Summarize the functions of the Warsaw Pact and NATO, including their roles in organizing post-war Europe.",Cold War (1945-1991),Cold War (1945-1991)
unchanged,W.60,W.58,yes,1.00,Describe methods of Soviet control in Eastern Europe and the role of Berlin as a focal point in escalating Cold War tensions.,Describe methods of Soviet control in Eastern Europe and the role of Berlin as a focal point in escalating Cold War tensions.,Cold War (1945-1991),Cold War (1945-1991)
revised,W.61,W.59,yes,0.89,"Explain the role of the nuclear arms race, mutual assured destruction, and arms control agreements within the context of rising tensions between the Soviet Union and U.S.","Explain the role of the nuclear arms race, mutual assured destruction, and arms control agreements within the context of rising tensions between the Soviet Union and United States (e.g., Cuban Missile Crisis).",Cold War (1945-1991),Cold War (1945-1991)
unchanged,W.62,W.60,yes,1.00,"Describe examples of national uprisings against the Soviet Union (e.g., Hungary and Czechoslovakia), and explain why they were unsuccessful.","Describe examples of national uprisings against the Soviet Union (e.g., Hungary and Czechoslovakia), and explain why they were unsuccessful.",Cold War (1945-1991),Cold War (1945-1991)
unchanged,W.63,W.61,yes,0.96,"Describe the competition in Asia between the Soviet Union and U.S., including the wars in Korea and Vietnam as examples of proxy wars.","Describe the competition in Asia between the Soviet Union and United States, including the wars in Korea and Vietnam as examples of proxy wars.",Cold War (1945-1991),Cold War (1945-1991)
new,,W.62,,,,"Explain reasons for the rapid decline of communist systems, including: • Chernobyl nuclear disaster • Economic inefficiency • Fall of the Berlin Wall • Mass protests in Eastern Europe and China • Mikhail Gorbachev’s reforms • Soviet coup d’etat of 1991 • Unsustainable military spending",Cold War (1945-1991),Cold War (1945-1991)
revised,W.65,W.63,yes,0.74,"Analyze the political, economic, social, and geographic consequences of the collapse of communist governments in the Soviet Union and Eastern Europe.","Analyze the political, economic, social, and geographic consequences of the collapse of communist governments and restructure of nation states in the former Soviet Union and Eastern Europe (e.g., Czech Republic, Slovakia, Ukraine, Armenia).",Cold War (1945-1991),Cold War (1945-1991)
unchanged,W.75,W.64,yes,1.00,Explain the causes and effects of German reunification on both West and East Germany.,Explain the causes and effects of German reunification on both West and East Germany.,Cold War (1945-1991),Cold War (1945-1991)
unchanged,W.73,W.65,yes,1.00,"Describe how competing national, ethnic, and religious interests led to conflict and the establishment of new countries in the Balkans.","Describe how competing national, ethnic, and religious interests led to conflict and the establishment of new countries in the Balkans.",Cold War (1945-1991),Cold War (1945-1991)
unchanged,W.67,W.66,yes,1.00,Explain the reasons for and the effects of the partition of the Indian subcontinent into India and Pakistan in 1947.,Explain the reasons for and the effects of the partition of the Indian subcontinent into India and Pakistan in 1947.,"Creation of New States, Decolonization and the Creation of New States (1940s-1980s)","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)"
unchanged,W.68,W.67,yes,1.00,"Explain the factors that led to the creation of a lasting democratic government in India as well as the roles of political leaders (e.g., Mohandas Gandhi, Jawaharlal Nehru, Indira Gandhi).","Explain the factors that led to the creation of a lasting democratic government in India as well as the roles of political leaders (e.g., Mohandas Gandhi, Jawaharlal Nehru, Indira Gandhi).","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)"
unchanged,W.69,W.68,yes,1.00,"Describe the development, goals, and outcomes of nationalist movements in Africa, including the ideas and roles of nationalist leaders (e.g., Jomo Kenyatta, Patrice Lumumba, and Gamal Abdel Nasser).","Describe the development, goals, and outcomes of nationalist movements in Africa, including the ideas and roles of nationalist leaders (e.g., Jomo Kenyatta, Patrice Lumumba, and Gamal Abdel Nasser).","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)"
unchanged,W.70,W.69,yes,0.97,"Explain the fight against and dismantling of the apartheid system in South Africa, including the roles of Nelson Mandela and the African National Congress.","Explain the fight against and dismantling of the apartheid system in South Africa, including the roles of Nelson and Winnie Mandela and the African National Congress.","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)"
revised,W.71,W.70,yes,0.89,"Analyze the political, economic, ethnic, and military challenges faced by newly-created countries in post-imperial Africa (e.g., civil war, genocide, corruption).","Analyze the political, economic, ethnic, geographic (i.e., boundaries and features) and military challenges faced by newly-created countries in post-imperial Africa (e.g., civil war, genocide, corruption).","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)"
unchanged,W.72,W.71,yes,1.00,"Explain how ideological conflicts between capitalism and communism led to armed insurgencies, revolutions, and military dictatorships in Latin American nations, including: Argentina, Colombia, Cuba, and Nicaragua.","Explain how ideological conflicts between capitalism and communism led to armed insurgencies, revolutions, and military dictatorships in Latin American nations, including Argentina, Colombia, Cuba, and Nicaragua.","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)"
revised,W.76,W.72,yes,0.72,"Analyze the response of Arab countries to the creation of the State of Israel and the peace processes in the Middle East, including the Camp David and Oslo Accords.","Analyze the ongoing Arab-Israeli Conflict and the peace processes in the Middle East, including Camp David Accords.","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)"
unchanged,W.74,W.73,yes,1.00,"Compare and contrast the causes and effects of modern genocide, including in: Cambodia, Rwanda, and the former Yugoslavia.","Compare and contrast the causes and effects of modern genocide, including in Cambodia, Rwanda, and the former Yugoslavia.","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)","Creation of New States, Decolonization and the Creation of New States (1940s-1980s)"
new,,W.74,,,,"Describe significant economic development in the contemporary world, such as: • Influence of trade organizations (e.g., NAFTA, OPEC) • Influence of technology (e.g., GIS, GPS) • Impact of a global economy",Understanding the Contemporary World (1980s- present),Understanding the Contemporary World (1980s- present)
new,,W.75,,,,"Describe patterns of globalization and its impact in the contemporary world, such as: • Influence of supranational organizations (e.g., UN, G-7) • Population change (e.g., growth, decline, control) • Resurgence of tribalism",Understanding the Contemporary World (1980s- present),Understanding the Contemporary World (1980s- present)
new,,W.76,,,,"Describe significant social and political issues in the contemporary world, such as: • Human Trafficking • Military Conflicts (e.g., Bosnia, Terrorism) • Territorial Disputes (e.g., Arab-Israeli Conflict) • Global terrorism",Understanding the Contemporary World (1980s- present),Understanding the Contemporary World (1980s- present)
retired,W.01,,,,"Describe the concept of the divine right of kings as well as the features, strengths, and weaknesses of European absolutism, including: Louis XIV, Versailles, and Peter the Great.",,,
retired,W.02,,,,"Compare documents that establish limits on government in response to absolute monarchy (e.g., the Magna Carta and the English Bill of Rights).",,,
retired,W.03,,,,"Compare the major ideas of philosophers during the Age of Enlightenment, such as Charles-Louis de Montesquieu, Thomas Hobbes, John Locke, and Jean-Jacques Rousseau.",,,
retired,W.04,,,,Examine the causes and consequences of the English Civil War.,,,
retired,W.05,,,,"Identify the major causes of the French Revolution, including the impact of: The American Revolution; Conflicting social classes; Economic factors; Enlightenment political thought; Government corruption and weakness",,,
retired,W.06,,,,"Summarize the major events of the French Revolution (e.g., storming of the Bastille, execution of Louis XVI, reign of terror), and trace the evolution of France's government from constitutional monarchy to democratic despotism to the Napoleonic Empire.",,,
retired,W.08,,,,"Identify how the ideas of the Enlightenment inspired Thomas Jefferson and the Declaration of Independence, and compare the American Revolution with the French Revolution.",,,
retired,W.09,,,,"Explain the effects of the French Revolution on Europe and the world, including the influence of: the Napoleonic Code, Concert of Europe, and Haitian Revolution.",,,
retired,W.12,,,,Analyze how geographic and cultural features were an advantage or disadvantage to the diffusion of the Industrial Revolution.,,,
retired,W.15,,,,"Evaluate the industrialization of Europe in terms of: Social benefits (e.g., increases in productivity and life expectancy); Social costs (e.g., harsh working and living conditions, pollution, child labor, and income inequality); Attempts to address these costs (e.g., political reform, urban planning, philanthropy, labor unionism, education reform, and public health and sanitation)",,,
retired,W.22,,,,"Describe successful (e.g., Ethiopia) and unsuccessful (e.g., Zulu Wars and Ashanti Wars) examples of African resistance to European imperialism.",,,
retired,W.23,,,,"Describe the importance of India to the British Empire, the Suez Canal as a connection between Great Britain and India, and India's reaction to British rule.",,,
retired,W.25,,,,"Explain cultural diffusion, and describe the diffusion of cultures between Europe, Africa, and Asia as a result of European imperialism.",,,
retired,W.27,,,,"Describe the natural resources and geographic features of Central and South America, their role in attracting American and European economic interests, and their impact on global trade.",,,
retired,W.28,,,,Compare and contrast the impact of economic imperialism on Central and South America with the impact of imperialism on other parts of the world.,,,
retired,W.29,,,,Explain how tensions between nations and states contributed to regional conflicts of the era.,,,
retired,W.32,,,,"Analyze the importance of geographic factors in military decision-making, and determine the principal theaters and significance of major battles in World War I (e.g., Battles of the Marne, Verdun, the Somme).",,,
retired,W.33,,,,Explain how the entrance of the United States and the exit of Russia affected the course and outcome of World War I.,,,
retired,W.36,,,,"Compare the goals of leading nations (i.e., U.S., France, Great Britain, Italy, and Japan) at the Paris Peace Conference with the outcomes of the Treaty of Versailles and its impact on Germany.",,,
retired,W.37,,,,Analyze the shifts in geopolitical boundaries post-World War I resulting from the Treaty of Versailles and the League of Nations mandate system.,,,
retired,W.46,,,,"Describe how geography and technology (e.g., airplanes, advanced medicine, propaganda, radar) influenced wartime strategies, including: blitzkrieg, ""island hopping,"" kamikaze, and strategic bombing.",,,
retired,W.47,,,,"Describe the geography and outcomes of major battles and turning points of World War II in both the European and Pacific theaters, including: Battle of Britain; Battle of Midway; Battle of Stalingrad; Battle of Normandy; Battle of the Bulge",,,
retired,W.56,,,,"Describe the economic and military power shift at the end of World War II, such as Soviet control over Eastern Europe and the economic recoveries of Germany and Japan.",,,
retired,W.64,,,,"Explain reasons for the rapid decline of communist systems in the late 1980s, including: Economic inefficiency; Unsustainable military spending; Mikhail Gorbachev's reforms; Mass protests in Eastern Europe and China; 1991 Soviet coup d'état",,,
retired,W.66,,,,Explain the push and pull factors of migration.,,,
retired,W.77,,,,"Analyze the demographic changes of countries in post-World War II regions, using population pyramids and census data.",,,
retired,W.78,,,,"Explain the challenges of rapid population growth on developing countries (e.g., China and India) and of population decline in developed countries (e.g., Germany, Japan, and Sweden), and give examples of policies implemented to both slow and increase population growth.",,,
retired,W.79,,,,"Describe the cultural, economic, geographic, and political effects of significant technological, ideological, medical, and scientific developments and breakthroughs of the era.",,,
retired,W.80,,,,"Evaluate the impact of geospatial technologies (such as GPS and GIS) on retail, military, transportation, city planning, and communication.",,,
retired,W.81,,,,"Analyze the economic, political, and social impacts of drug and human trafficking in the contemporary era.",,,
retired,W.82,,,,"Analyze how technology has intensified patterns of globalization and led to the idea of space-time compression, containerization, and computer technology.",,,
retired,W.83,,,,Explain the goals and consequences of trade organizations and treaties and how they have played a role in the growing global economic system.,,,
retired,W.84,,,,"Identify examples of supranational organizations, and discuss the benefits and drawbacks of membership.",,,
retired,W.85,,,,Analyze the causes and effects of an increased role of South and East Asian countries in the global economy.,,,
retired,W.86,,,,Describe the international importance and rapid economic development of the oil-rich Persian Gulf states.,,,
retired,W.87,,,,Explain implications of the transition from the use of fossil fuels to alternative and renewable energy sources.,,,
retired,W.88,,,,"Describe governing ideologies, conflicts among nations (e.g., Persian Gulf War), and popular religious or democratic movements in the Middle East/North Africa.",,,
retired,W.89,,,,Analyze the causes and consequences of terrorism and international efforts to counteract it.,,,
